Radiator,Boiler,Water,Leak,criticalLevel,workType,responseTime,processingDuration,resolutionDuration,start,planned,replanned,postponed,occupant_absent,requested,Class
False,True,False,True,1,corrective,]48-72],]0-1],]48-72],True,True,True,False,False,True,Dépannage
False,False,False,False,0,preventive,]16-24],0,]16-24],False,True,False,False,False,False,TMH - visite entretien ballon solaire
False,False,False,False,0,preventive,]72--[,]4-16],]72--[,True,True,True,False,False,True,TMH - visite entretien appareil gaz
False,False,False,False,1,corrective,]2-4],]0-1],]2-4],True,False,False,False,False,True,OPH31 dépannage chauffage
False,False,True,False,1,corrective,]16-24],]0-1],]16-24],True,False,False,False,False,True,TMH - dépannage chauffage
False,False,False,False,0,preventive,]72--[,]72--[,]72--[,True,True,True,False,False,False,TMH - visite entretien appareil gaz
False,True,True,False,3,corrective,]2-4],]72--[,]72--[,True,True,True,False,False,True,TMH - dépannage chauffage
False,False,False,False,0,preventive,]72--[,]24-48],]72--[,True,True,True,False,False,True,TMH - visite entretien appareil gaz
False,True,True,False,1,corrective,]24-48],]1-2],]24-48],True,True,False,False,False,True,Dépannage
False,False,False,False,0,preventive,]72--[,]72--[,]72--[,True,True,True,False,False,False,TMH - visite entretien ballon thermodynamique
False,False,False,False,0,corrective,]72--[,]4-16],]72--[,True,True,True,False,False,True,TMH - dépannage chauffage
False,False,False,False,0,preventive,]16-24],0,]16-24],False,True,False,False,False,False,TMH - visite entretien ballon solaire
False,False,False,False,0,preventive,]72--[,]72--[,]72--[,True,True,True,False,False,False,TMH - visite entretien ballon thermodynamique
False,False,False,False,0,preventive,]1-2],]1-2],]2-4],True,True,False,False,False,False,TMH - visite entretien appareil gaz
False,False,False,False,0,preventive,]72--[,]72--[,]72--[,True,True,True,False,False,True,TMH - visite entretien appareil gaz
False,True,False,True,1,corrective,]0-1],]1-2],]1-2],True,False,True,False,False,True,TMH - dépannage chauffage
False,False,True,False,3,corrective,]24-48],]0-1],]24-48],True,True,False,False,False,True,ALTEAL - dépannage chauffage
False,True,False,False,1,corrective,]24-48],]1-2],]24-48],True,True,True,False,False,True,Dépannage
False,False,False,False,0,preventive,]16-24],0,]16-24],False,True,False,False,False,False,TMH - visite entretien ballon solaire
False,False,True,False,3,corrective,]24-48],]0-1],]24-48],True,True,False,False,False,True,ALTEAL - dépannage chauffage
False,False,False,False,0,corrective,]72--[,]72--[,]72--[,True,True,True,True,False,True,TMH - dépannage chauffage
False,False,False,False,0,preventive,0,0,0,True,False,False,False,False,False,TMH - visite entretien appareil gaz
False,True,False,True,1,corrective,]0-1],]72--[,]72--[,True,False,True,True,False,True,TMH - dépannage chauffage
False,False,False,False,0,preventive,0,]0-1],]0-1],False,False,False,True,False,False,TMH - visite entretien appareil gaz
False,True,True,False,1,corrective,]24-48],]0-1],]24-48],True,False,True,False,False,True,TMH - dépannage chauffage
False,False,True,False,3,corrective,]24-48],]24-48],]72--[,True,True,True,False,False,True,TMH - dépannage chauffage
False,False,True,False,3,corrective,]24-48],]0-1],]24-48],True,True,False,False,False,True,ALTEAL - dépannage chauffage
False,False,False,False,0,preventive,]16-24],0,]16-24],False,True,False,False,False,False,TMH - visite entretien ballon solaire
False,True,False,False,5,corrective,]1-2],]4-16],]16-24],True,True,True,False,False,True,TMH - dépannage chauffage
False,False,False,False,0,preventive,]2-4],]2-4],]4-16],True,True,True,False,False,False,TMH - visite entretien appareil gaz
False,False,False,False,0,preventive,]72--[,0,]72--[,False,True,True,False,False,True,TMH - visite entretien Pompe à Chaleur (PAC)
False,False,False,False,0,preventive,]72--[,]0-1],]72--[,True,True,True,False,False,True,TMH - visite entretien appareil gaz
False,False,False,False,0,preventive,]72--[,]72--[,]72--[,True,True,True,True,False,False,TMH - visite entretien appareil gaz
False,False,False,False,1,corrective,]2-4],]0-1],]2-4],True,False,False,False,False,True,OPH31 dépannage chauffage
False,True,False,False,1,corrective,]48-72],]1-2],]72--[,True,True,False,False,False,True,TMH - dépannage chauffage
False,False,False,False,0,corrective,]72--[,]24-48],]72--[,True,True,True,False,False,True,TMH - dépannage chauffage
False,False,True,False,3,corrective,]24-48],]0-1],]24-48],True,True,False,False,False,True,ALTEAL - dépannage chauffage
True,False,True,False,3,corrective,]4-16],]24-48],]24-48],True,True,True,False,False,True,TMH - dépannage chauffage
False,False,True,False,3,corrective,]2-4],]24-48],]24-48],True,True,True,False,False,True,TMH - dépannage chauffage
